INSTNM,CITY,STABBR,CONTROL,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,PCTFLOAN,PCTPELL,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ADM_RATE,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS
Lorain County Community College,Elyria,OH,1,9783,3077,7302,0.2294,0.4496,31400,28200,NULL,0.0054,0,0,0,0.0004,0,0.0231,0.0042,0.0077,0.0027,0.0403,0,0.0004,0,0,0.2351,0,0,0,0,0.0004,0.2835,0,0,0,0,0,0.0442,0.0096,0,0.0004,0,0.0004,0,0,0.2232,0.1191,0,9783
Lourdes University,Sylvania,OH,2,1449,18353,18353,0.814,0.5127,38600,34200,0.6455,0,0.0029,0,0,0,0,0,0,0.0762,0,0,0,0,0,0.0088,0.0029,0,0.0205,0,0,0.0968,0,0.0088,0,0,0,0.0352,0.0323,0.0792,0.0176,0,0,0,0,0.0117,0.3138,0.2727,0.0205,1449
Malone University,Canton,OH,2,1496,26416,26416,0.7434,0.407,44000,39200,0.7174,0,0,0,0,0.0351,0.0117,0.0164,0,0.1335,0,0,0.0023,0,0,0.0211,0.007,0,0.0515,0.0047,0,0,0.0703,0,0.0515,0.0047,0,0.0351,0,0.0258,0.0023,0,0,0,0,0.0164,0.2201,0.2763,0.0141,1496
Marietta College,Marietta,OH,2,1336,33140,33140,0.7655,0.2853,50600,39500,0.6946,0,0.0342,0,0.0031,0.0963,0,0.0248,0,0.059,0.2081,0,0.0093,0,0,0.0311,0.0155,0,0.0652,0.0124,0,0.0124,0.0466,0,0,0.0373,0,0.0404,0,0,0.0466,0,0,0,0,0.0435,0.0497,0.146,0.0186,1336
Marion Technical College,Marion,OH,1,1792,4414,6334,0.2461,0.374,31600,29700,NULL,0,0,0,0,0,0,0.0408,0,0,0,0.0598,0,0,0,0,0.0951,0,0,0,0,0,0,0,0,0,0,0,0.019,0.0598,0,0,0,0,0,0,0.4103,0.3152,0,1792
Medina County Career Center,Medina,OH,1,81,NULL,NULL,0,0.269,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3571,0,0,0,0.1607,0,0,0,0.4821,0,0,81
Mercy College of Ohio,Toledo,OH,2,1193,12000,12000,0.7314,0.4644,46400,43600,0.5704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9245,0,0,1193
Methodist Theological School in Ohio,Delaware,OH,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Miami University-Hamilton,Hamilton,OH,1,3187,5173,14449,0.5742,0.4595,54300,45500,NULL,0,0,0.0174,0.012,0.0513,0,0.0155,0,0.1012,0.0426,0.0186,0.0129,0.0125,0,0.0395,0.0405,0,0.0645,0.0136,0,0.0052,0.0588,0.0042,0,0.0125,0,0.0421,0.0064,0.0151,0.0847,0,0,0,0,0.0176,0.0461,0.2482,0.0172,3187
Miami University-Middletown,Middletown,OH,1,1607,5173,14449,0.5443,0.4232,54300,45500,NULL,0,0,0.0174,0.012,0.0513,0,0.0155,0,0.1012,0.0426,0.0186,0.0129,0.0125,0,0.0395,0.0405,0,0.0645,0.0136,0,0.0052,0.0588,0.0042,0,0.0125,0,0.0421,0.0064,0.0151,0.0847,0,0,0,0,0.0176,0.0461,0.2482,0.0172,1607
Miami University-Oxford,Oxford,OH,1,15454,14287,30391,0.3999,0.1389,54300,45500,0.6584,0,0,0.0174,0.012,0.0513,0,0.0155,0,0.1012,0.0426,0.0186,0.0129,0.0125,0,0.0395,0.0405,0,0.0645,0.0136,0,0.0052,0.0588,0.0042,0,0.0125,0,0.0421,0.0064,0.0151,0.0847,0,0,0,0,0.0176,0.0461,0.2482,0.0172,15454
Miami-Jacobs Career College-Dayton,Dayton,OH,3,159,12024,12024,0.8927,0.9056,28700,26700,NULL,0,0,0,0,0,0,0,0,0,0,0.0656,0,0,0.0492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1639,0,0,0.0164,0,0,0,0,0.6393,0.0656,0,159
Moler Hollywood Beauty Academy,Cincinnati,OH,3,89,NULL,NULL,0.9659,0.9659,16100,14300,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
Miami Valley Career Technology Center,Englewood,OH,1,280,NULL,NULL,0.4431,0.3796,34900,32100,NULL,0,0,0,0,0,0,0,0,0,0,0.0632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0,0.044,0.0632,0,0.7527,0,0,280
Mount Carmel College of Nursing,Columbus,OH,2,926,12016,12016,0.5164,0.208,55500,55500,0.7389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,926
University of Mount Union,Alliance,OH,2,2144,27990,27990,0.7476,0.3311,46800,41900,0.7355,0,0.0049,0,0.0025,0.0466,0,0.0319,0,0.1422,0.0245,0,0.0221,0,0,0.0343,0,0,0.0858,0.0172,0,0.0025,0.1373,0.0025,0,0.0123,0,0.0637,0.0637,0,0.0466,0,0,0,0,0.0123,0.0417,0.1593,0.0466,2144
Mount Vernon Nazarene University,Mount Vernon,OH,2,1706,24650,24650,0.713,0.4429,45000,39500,0.7598,0,0,0,0,0.0218,0,0.0099,0,0.1168,0,0,0.0099,0.0119,0,0.0158,0.0099,0,0.0337,0.004,0,0,0.0277,0.0257,0.0396,0.004,0,0.0218,0.0178,0.1426,0.0079,0,0,0,0,0.0356,0.0416,0.3921,0.0099,1706
Mount Saint Joseph University,Cincinnati,OH,2,1463,26850,26850,0.6373,0.3109,43900,40800,0.8762,0,0,0,0,0.044,0,0.0098,0,0.0733,0,0,0,0,0.0147,0.0318,0.0905,0,0.0538,0.0098,0,0,0.044,0.0024,0.0024,0.0098,0,0.0416,0,0.0367,0.044,0,0,0,0,0.0929,0.2689,0.1125,0.0171,1463
Zane State College,Zanesville,OH,1,2063,4646,9206,0.3434,0.3645,28600,23800,NULL,0,0.0102,0,0,0,0,0.0285,0.0264,0.0183,0,0.1545,0,0.0061,0.0203,0,0.0732,0,0,0,0,0,0.0366,0,0,0,0,0,0.0935,0.1016,0,0,0,0.0081,0,0.0061,0.1992,0.2175,0,2063
Muskingum University,New Concord,OH,2,1598,24676,24676,0.7789,0.4074,40500,38100,0.7644,0,0,0,0,0.0688,0,0.0229,0,0.1948,0.0143,0,0.0143,0,0,0.0401,0,0,0.063,0.0258,0,0,0,0.0057,0,0.0287,0,0.0688,0.0544,0,0.0344,0,0,0,0,0.0344,0.1203,0.1633,0.0458,1598
Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,3,526,13533,13533,0.741,0.6815,25000,23200,NULL,0,0,0,0,0,0,0.0484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269,0,0,0,0,0,0,0,0.9247,0,0,526
Brown Mackie College-North Canton,Canton,OH,3,471,12123,12123,0.7851,0.8863,30300,27400,NULL,0,0,0,0,0,0,0.0564,0,0,0,0,0,0,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513,0,0,0,0,0,0,0,0.7487,0.1179,0,471
National Beauty College,Canton,OH,3,46,NULL,NULL,0.6349,0.6429,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
North Central State College,Mansfield,OH,1,2242,3591,7181,0.4932,0.4851,29600,26600,NULL,0,0,0,0,0.0148,0.0074,0.0616,0,0,0.0148,0.0665,0,0.0074,0.0394,0,0.0443,0,0.0345,0,0,0.0443,0,0,0,0,0,0.0049,0.0591,0.0025,0,0,0,0,0,0,0.4581,0.1404,0,2242
Northern Institute of Cosmetology,Lorain,OH,3,37,NULL,NULL,0,1,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Northwest State Community College,Archbold,OH,1,1728,3652,7090,0.3365,0.3452,32100,29400,NULL,0,0,0,0,0,0,0.0965,0,0.0197,0.0197,0.0512,0,0.002,0.002,0,0.0768,0,0,0,0,0,0,0,0,0,0,0,0.0531,0.0295,0,0.0177,0.0315,0.0118,0.0925,0.0118,0.3524,0.1319,0,1728
Toledo Public Schools Adult and Continuing Education,Toledo,OH,1,123,NULL,NULL,0.6631,0.9786,33800,32100,NULL,0,0,0,0,0,0,0,0.2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7595,0,0,123
Notre Dame College,Cleveland,OH,2,1820,26844,26844,0.6868,0.3504,43200,41100,0.895,0,0,0,0,0.0664,0,0,0,0.2133,0,0,0,0,0,0.0095,0.019,0,0.0569,0.0142,0.0332,0,0,0,0.0095,0.0047,0,0.0711,0,0,0.0664,0,0,0,0,0.0332,0.1327,0.2559,0.0142,1820
Northeast Ohio Medical University,Rootstown,OH,1,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
University of Northwestern Ohio,Lima,OH,2,4034,9725,9725,0.7607,0.4812,37300,36300,NULL,0.1198,0,0,0,0,0,0.0151,0,0,0,0,0,0,0.0054,0,0.0005,0,0,0,0,0,0.0135,0,0,0,0,0,0.007,0,0,0,0.6449,0,0.0389,0,0.0507,0.1042,0,4034
Oberlin College,Oberlin,OH,2,2961,48682,48682,0.3518,0.1071,46100,40300,0.3272,0,0.026,0,0.0838,0,0,0.026,0,0,0.0029,0,0.0405,0,0.0058,0.0751,0,0,0.1301,0.0173,0,0.0043,0,0.026,0,0.0491,0,0.0434,0,0,0.1676,0,0,0,0,0.2442,0,0,0.0578,2961
Ohio College of Massotherapy Inc,Akron,OH,2,72,8475,8475,0.8058,0.699,28100,24800,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72
Ohio Technical College,Cleveland,OH,3,1073,NULL,NULL,0.44,0.3149,35900,34300,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7751,0.2249,0,0,0,0,0,1073
Ohio Dominican University,Columbus,OH,2,1350,29430,29430,0.5766,0.3342,41100,37500,0.4657,0,0,0,0,0.0234,0,0.013,0,0.1429,0,0,0,0,0,0.0156,0.0701,0,0.0519,0,0,0,0.0857,0.0052,0.0052,0.0156,0,0.0338,0.039,0.0364,0.0286,0,0,0,0,0.0182,0,0.4052,0.0104,1350
Brightwood College-Dayton,Dayton,OH,3,317,NULL,NULL,0.7121,0.7477,23800,22700,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0.1212,0,0,0.0707,0.7172,0,0,317
Ohio Northern University,Ada,OH,2,2234,28050,28050,0.701,0.2269,69000,58200,0.6859,0,0.0125,0,0,0.0424,0,0.0075,0,0.0623,0.1895,0.0274,0.005,0,0,0.0249,0,0,0.1097,0.01,0,0.0025,0.0474,0.0025,0.005,0.0224,0,0.0424,0.0324,0,0.0224,0,0,0,0,0.0574,0.0998,0.1471,0.0274,2234
Ohio State University Agricultural Technical Institute,Wooster,OH,1,688,7203,23703,0.493,0.3079,48900,42900,NULL,0.8672,0.0313,0,0,0,0,0,0,0.0469,0.0078,0.0313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0,688
Ohio State University-Lima Campus,Lima,OH,1,988,7140,23640,0.5807,0.3739,48900,42900,NULL,0,0,0,0,0,0,0,0,0.2154,0,0,0,0.0538,0,0,0.4538,0,0.0308,0,0,0,0,0,0,0,0,0.0846,0,0,0,0,0,0,0,0,0.0538,0.0846,0.0231,988
Ohio State University-Mansfield Campus,Mansfield,OH,1,1092,7140,23640,0.6589,0.4649,48900,42900,NULL,0,0,0,0,0,0,0,0,0.1204,0,0,0,0,0,0.0648,0.6435,0,0,0,0,0,0,0,0,0,0,0.1343,0,0,0.0046,0,0,0,0,0,0,0.0093,0.0231,1092
Ohio State University-Marion Campus,Marion,OH,1,1146,7140,23640,0.5309,0.4187,48900,42900,NULL,0,0,0,0,0,0,0,0,0.2047,0,0,0,0,0,0.0819,0.5088,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0.0351,0,0,0,0,0,0,0.0351,0.0175,1146
Ohio State University-Newark Campus,Newark,OH,1,2311,7140,23640,0.5983,0.4149,48900,42900,NULL,0,0,0,0,0,0,0,0,0.1233,0,0,0,0,0,0.0433,0.63,0,0,0,0,0,0,0,0,0,0,0.1633,0,0,0,0,0,0,0,0,0,0.0167,0.0233,2311
Ohio State Beauty Academy,Lima,OH,3,148,NULL,NULL,0.7325,0.7037,18400,15500,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
Ohio State College of Barber Styling,Columbus,OH,3,197,NULL,NULL,0.3462,0.3462,19200,15700,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
The Spa School,Columbus,OH,3,89,NULL,NULL,0.6209,0.4882,32600,27200,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
Ohio State School of Cosmetology-Canal Winchester,CANAL WINCHESTER,OH,3,131,NULL,NULL,0.713,0.6565,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
Ohio State University-Main Campus,Columbus,OH,1,43733,10037,26537,0.4401,0.2243,48900,42900,0.5296,0.0378,0.0121,0.013,0.0021,0.0509,0,0.0048,0,0.0195,0.1324,0,0.0211,0.0693,0,0.0254,0.002,0,0.0701,0.0108,0,0.0076,0.0114,0.0029,0,0.0105,0,0.0527,0,0.0236,0.1094,0,0,0,0.0023,0.0302,0.0881,0.1752,0.0148,43733
Ohio University-Eastern Campus,Saint Clairsville,OH,1,953,4872,6718,0.3721,0.2915,43700,39600,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953
Ohio University-Chillicothe Campus,Chillicothe,OH,1,2182,5060,9596,0.7223,0.6004,43700,39600,NULL,0,0,0,0,0,0,0,0,0,0,0.0125,0,0.05,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0.5438,0.2063,0,2182
Ohio University-Southern Campus,Ironton,OH,1,1852,4872,6718,0.6481,0.5701,43700,39600,NULL,0.0144,0,0,0,0,0.1079,0,0,0,0,0,0,0.0719,0,0,0.1655,0,0,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0.4964,0.1295,0,1852
Ohio University-Lancaster Campus,Lancaster,OH,1,2256,5060,9596,0.5767,0.4307,43700,39600,NULL,0,0,0,0,0,0.0391,0,0,0,0,0.0313,0,0.0469,0,0,0.2891,0,0,0,0,0.0156,0,0,0,0,0,0,0.0859,0,0,0,0,0,0,0,0.25,0.2422,0,2256
Ohio University-Main Campus,Athens,OH,1,23390,10602,19566,0.5722,0.2634,43700,39600,0.7427,0,0,0,0.0048,0.0984,0,0.0212,0,0.0599,0.0231,0.0069,0.0069,0.0176,0,0.01,0.059,0,0.0201,0.0028,0,0.0208,0.0303,0.0016,0,0.01,0,0.0269,0.0001,0.011,0.054,0,0,0,0.0022,0.0215,0.3855,0.0978,0.0078,23390
Ohio University-Zanesville Campus,Zanesville,OH,1,1944,5076,9612,0.5245,0.3947,43700,39600,NULL,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0.1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8318,0,0,1944
Ohio Valley College of Technology,East Liverpool,OH,3,146,11698,11698,0.8415,0.8415,22400,19700,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7604,0.2396,0,146
Trinity Health System School of Nursing,Steubenville,OH,2,98,7295,7295,0.7931,0.6092,42700,45000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98
Ohio Wesleyan University,Delaware,OH,2,1725,41920,41920,0.6262,0.2459,49100,42700,0.743,0,0.0149,0,0.0124,0.0174,0,0.0124,0,0.0448,0,0,0.0224,0,0,0.0871,0.005,0,0.1343,0.0174,0,0.0423,0.0622,0.01,0.005,0.0199,0,0.0697,0,0,0.1542,0,0,0,0,0.0821,0.0075,0.1318,0.0473,1725
Otterbein University,Westerville,OH,2,2271,31442,31442,0.6729,0.2441,45100,41200,0.7531,0.0093,0.0168,0,0.0056,0.0729,0,0.0093,0,0.129,0,0,0.0019,0,0,0.0336,0.015,0,0.0411,0.0075,0,0,0.0542,0.0037,0,0.015,0,0.0804,0,0,0.0318,0,0,0,0,0.1458,0.1869,0.1271,0.0131,2271
Owens Community College,Perrysburg,OH,1,11363,3903,7575,0.4505,0.4182,32100,28300,NULL,0.0167,0,0,0,0.0043,0,0.0284,0.0025,0.0413,0.0012,0.1184,0.0012,0,0,0.0019,0.116,0,0.0068,0.0012,0,0.0012,0.0019,0,0,0.0006,0,0.0043,0.0487,0.016,0.0012,0,0.0012,0.066,0,0.0432,0.2887,0.1851,0.0019,11363
Paramount Beauty Academy,Portsmouth,OH,3,97,NULL,NULL,0.5658,0.6579,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
Cuyahoga Valley Career Center,Brecksville,OH,1,106,NULL,NULL,0.5931,0.5241,PrivacySuppressed,PrivacySuppressed,1,0,0,0,0,0,0,0,0.1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1364,0,0,0,0.7614,0,0,106
Payne Theological Seminary,Wilberforce,OH,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pontifical College Josephinum,Columbus,OH,2,129,21038,21038,0.2222,0.1259,PrivacySuppressed,PrivacySuppressed,0.9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
Professional Skills Institute,Maumee,OH,3,286,16361,16361,0.8746,0.6945,28900,25600,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,286
Firelands Regional Medical Center School of Nursing,Sandusky,OH,2,89,NULL,NULL,0.819,0.5524,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89
Rabbinical College Telshe,Wickliffe,OH,2,48,9900,9900,0,0.5536,PrivacySuppressed,PrivacySuppressed,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Raphael's School of Beauty Culture Inc-Niles,Niles,OH,3,109,NULL,NULL,0.1087,0.1348,14800,13300,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
Fortis College-Centerville,Centerville,OH,3,1645,17201,17201,0.8537,0.848,31400,28700,NULL,0,0,0,0,0,0.0198,0.022,0,0,0,0.0528,0,0,0.0264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649,0,0,0,0,0,0,0,0.7206,0.0935,0,1645
University of Rio Grande,Rio Grande,OH,2,1329,21930,21930,0.6668,0.6188,33200,30700,NULL,0,0.0384,0,0.0072,0.0168,0.0024,0.0192,0,0.0959,0,0.0791,0,0,0,0.012,0.0096,0,0.0216,0.0096,0,0,0.0216,0,0,0.012,0,0.0168,0,0.0456,0.0192,0.0024,0.0072,0.0072,0,0.012,0.4388,0.1055,0,1329
Advertising Art Educational Services DBA School of Advertising Art,Kettering,OH,3,139,24607,24607,0.9,0.3929,32600,30100,0.6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,139
Shawnee State University,Portsmouth,OH,1,3753,7364,12617,0.6994,0.5384,35700,32700,NULL,0,0,0,0,0,0,0,0,0.0726,0,0.0656,0.0042,0,0.014,0.007,0.0363,0,0.0545,0.0112,0,0,0.0433,0.0028,0,0.0084,0,0.0419,0,0,0.0782,0,0,0,0,0.0489,0.3184,0.1802,0.0126,3753
Sinclair Community College,Dayton,OH,1,16090,2304,6592,0.3838,0.4224,30800,27300,NULL,0,0,0,0.0009,0.0111,0.0012,0.0685,0.0111,0.0108,0.0111,0.0437,0.0093,0.002,0.0108,0.0044,0.0609,0,0.0012,0.0017,0.0029,0.0009,0.009,0.0003,0,0.0009,0.0035,0.0108,0.0822,0.007,0.0055,0.0017,0.0344,0.0087,0.0032,0.0274,0.3592,0.191,0.0026,16090
Gallipolis Career College,Gallipolis,OH,3,96,12050,12050,0.9333,0.9619,17000,14500,NULL,0,0,0,0,0,0,0.2051,0,0,0,0.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2308,0.4103,0,96
Daymar College-New Boston,New Boston,OH,3,52,17000,17000,0.954,0.9425,24100,20100,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0.7667,0.0667,0,52
Daymar College-Jackson,Jackson,OH,3,34,17000,17000,0.8831,0.9091,24100,20100,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1282,0,0,0,0,0,0,0,0.7692,0.1026,0,34
Daymar College-Lancaster,Lancaster,OH,3,45,17000,17000,0.8696,0.8116,24100,20100,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0.8333,0.0278,0,45
Daymar College-Chillicothe,Chillicothe,OH,3,38,17000,17000,0.8684,0.8816,24100,20100,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612,0,0,0,0,0,0,0,0.8367,0.0816,0,38
Brown Mackie College-Cincinnati,Cincinnati,OH,3,918,12483,12483,0.7694,0.8919,30300,27400,NULL,0,0,0,0,0,0.0564,0.0533,0,0.0627,0,0.0846,0,0,0.0313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627,0,0,0,0,0,0,0,0.5141,0.1348,0,918
Brown Mackie College-Akron,Akron,OH,3,533,12123,12123,0.7853,0.8401,30300,27400,NULL,0,0,0,0,0,0,0.0659,0,0.0155,0,0,0,0,0.0349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0,0,0,0,0,0,0,0.7093,0.124,0,533
Stark State College,North Canton,OH,1,11319,3686,5870,0.5889,0.5553,34000,30400,NULL,0,0.0041,0,0.0031,0.0041,0,0.0689,0,0.0259,0.0119,0.1974,0.0052,0,0.0067,0.0031,0.1088,0,0.0026,0,0,0.0171,0,0,0,0.001,0.0052,0.0083,0.0171,0.0212,0,0,0.0492,0.0005,0.0041,0.0098,0.2751,0.1492,0,11319
Stautzenberger College-Maumee,Maumee,OH,3,708,11070,11070,0.9304,0.8025,29900,27200,NULL,0,0,0,0,0,0,0.0345,0,0,0,0,0,0,0.0905,0,0,0,0,0,0,0,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806,0.056,0,708
Franciscan University of Steubenville,Steubenville,OH,2,2065,23930,23930,0.7618,0.2562,40700,35000,0.7792,0,0,0,0,0.0706,0,0.0098,0,0.0569,0,0,0.0118,0.0078,0.0098,0.0471,0.0608,0,0.0529,0.0255,0,0,0,0.0392,0.2,0.002,0,0.0804,0,0.0392,0.0196,0,0,0,0,0.0059,0.1137,0.1118,0.0353,2065
Southern State Community College,Hillsboro,OH,1,1952,4232,7938,0.6162,0.733,29300,26600,NULL,0.0069,0,0,0,0,0,0.0714,0,0.0161,0,0.0276,0,0,0,0,0.2811,0,0,0,0,0,0,0,0,0,0,0,0.0714,0.0276,0,0,0,0,0,0,0.394,0.1037,0,1952
Terra State Community College,Fremont,OH,1,2015,4442,6976,0.5525,0.4365,31700,28500,NULL,0.0025,0,0,0,0,0.0198,0.0743,0,0.0297,0,0.2327,0.0025,0,0,0.005,0.0545,0,0.0025,0,0,0,0,0,0,0,0.0124,0.005,0.0446,0.0347,0,0,0,0.0272,0,0.0347,0.2797,0.1386,0,2015
Tiffin Academy of Hair Design,Tiffin,OH,3,56,NULL,NULL,0.7108,0.6145,19300,16600,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Tiffin University,Tiffin,OH,2,2603,21535,21535,0.7598,0.5417,43000,37500,0.5438,0,0,0,0,0.0085,0,0.049,0,0.0128,0,0,0,0,0,0.0021,0.0618,0,0,0,0,0,0.0362,0,0,0,0,0.0746,0.3539,0,0.0128,0,0,0,0,0.0085,0.0746,0.3028,0.0021,2603
